id,Name,Number,District,Public,Total.docks,geometry,bikelanedist,tstopdist
136,ID Building West,C32021,Boston,Yes,19,"c(238594.500974908, 899472.733107602)",42.8697758466902,59.050352150562
419,Central Square East Boston,A32041,Boston,Yes,15,"c(237952.230024954, 902874.135473161)",11.1784715392762,717.864578784148
397,Broadway at Beacham St,V32011,Everett,Yes,15,"c(235917.075529462, 905408.416219347)",1055.67223809886,1163.66827494555
371,700 Huron Ave,M32060,Cambridge,Yes,19,"c(228483.258568937, 903422.411892041)",6.80892689117008,1971.15298962028
212,Maverick Square - Lewis Mall,A32030,Boston,Yes,33,"c(237907.366184671, 902140.213754511)",100.249345033905,23.2581376309396
135,ID Building East,C32020,Boston,Yes,17,"c(238837.556297654, 899477.515434431)",285.347341754882,50.9404797179162
272,Shawmut T Stop,E32009,Boston,Yes,19,"c(235811.093969503, 893695.424434836)",0.236358726851951,22.1319677006598
362,Columbia Rd at Tierney Community Center,C32052,Boston,Yes,19,"c(237038.537079668, 897846.480653328)",41.6611011829279,525.712218766515
279,Williams St at Washington St,D32040,Boston,Yes,19,"c(232347.245314483, 895191.726618113)",16.342330404004,374.570811038931
210,Bennington St at Byron St,A32028,Boston,Yes,15,"c(239840.925091721, 903782.488985123)",7.63195008662466,701.859240849723
